	MeC_id	TopTF	TopGene20	TopGene100	Enrich	Enrich_MSigDB_Hallmark_2020	Enrich_GO_Biological_Process_2021	Enrich_Reactome_2016	Enrich_BioPlanet_2019	Enrich_WikiPathways_2019_Human	Enrich_KEGG_2021_Human	Enrich_GO_Molecular_Function_2021	Lisa	Lisa_topcelltype	TF_MeC_top	TF_Lisa_top	TF_MeCLisa_top	TF_MeCLisa_top_1	sc_expr_toptype
30	MeC_30	HMGB1,HMGB2,ARID5B,TCF4,BCL11A	IGKC,IGHG1,IGHG4,IGHG3,IGHGP,IGHM,IGHG2,PTPN6,ANAPC16,CXCR4,MT-ND5,SNX3,CD37,LINC00926,SELL,CD79A,MEF2C,HMGB1,BTG1,H3F3A	IGKC,IGHG1,IGHG4,IGHG3,IGHGP,IGHM,IGHG2,PTPN6,ANAPC16,CXCR4,MT-ND5,SNX3,CD37,LINC00926,SELL,CD79A,MEF2C,HMGB1,BTG1,H3F3A,IFI16,YWHAZ,SUMO2,TMEM123,SEPT7,DRAP1,HMGB2,S100A4,TCL1A,IGHD,HVCN1,UBB,COTL1,LTB,RPS26,P2RX5,S100A11,YBX3,TUBA1B,RPS11,EFHD2,TAPBP,UBL5,PRKCB,RAP1B,HNRNPC,HINT1,SRSF5,POMP,S100A10,CAPZA2,FCER2,MYL12A,FCMR,HNRNPDL,HLA-DOB,ARID5B,AIDA,DDIT4,SNAP23,BANK1,HCLS1,TMSB10,SMAP2,PLPP5,SYF2,RIPOR2,TCF4,RCSD1,TXNIP,ETFA,CD247,BCL11A,CARD16,PRDX4,LMNA,ARHGDIB,LAMTOR4,SRP9,REEP5,RSL24D1,SRSF3,CMTM6,MS4A1,FKBP11,DBI,RHOH,TRAF3IP3,TNFRSF13C,BCLAF1,TMEM154,MARCH1,CLEC2D,MT-ND4,SMCHD1,SNRPF,SAMHD1,GNG7,ITGB1,BZW1	Immune system; Immune System Homo sapiens R-HSA-168256; CD22 mediated BCR regulation Homo sapiens R-HSA-5690714; FCGR activation Homo sapiens R-HSA-2029481; Role of phospholipids in phagocytosis Homo sapiens R-HSA-2029485	Allograft Rejection; Interferon Gamma Response; p53 Pathway	B cell activation (GO:0042113); B cell receptor signaling pathway (GO:0050853); cellular response to cytokine stimulus (GO:0071345)	Immune System Homo sapiens R-HSA-168256; CD22 mediated BCR regulation Homo sapiens R-HSA-5690714; FCGR activation Homo sapiens R-HSA-2029481	Immune system; Adaptive immune system; Innate immune system	Pathogenic Escherichia coli infection WP2272; B Cell Receptor Signaling Pathway WP23	Leukocyte transendothelial migration	RNA binding (GO:0003723); RAGE receptor binding (GO:0050786); protein kinase binding (GO:0019901)	CD74,FOXP1,FOXO1,NCOR1,MEF2B,RELA,IKZF1,CREBBP,SPI1,IRF1,KMT2A,TCF12,RARA,ZNF384,BCL6,STAT1,MED1,RAG1,TAL1,STAT3	B Lymphocyte	HMGB1,BTG1,IFI16,HMGB2,PRKCB	FOXP1,FOXO1,NCOR1,MEF2B,RELA			Plasma
31	MeC_31	DDIT3,XBP1,JUN,KLF6,HMGB2,ATF4	HSPA5,HSP90B1,CALR,PDIA3,PDIA6,MANF,PPIB,SDF2L1,HERPUD1,P4HB,PDIA4,DNAJB9,SEC61G,CDK2AP2,SERP1,SSR2,FKBP2,SEC61B,OSTC,CANX	HSPA5,HSP90B1,CALR,PDIA3,PDIA6,MANF,PPIB,SDF2L1,HERPUD1,P4HB,PDIA4,DNAJB9,SEC61G,CDK2AP2,SERP1,SSR2,FKBP2,SEC61B,OSTC,CANX,DNAJB11,TMED2,TMED9,MYDGF,SPCS2,SELK,HM13,KDELR2,TMEM258,CRELD2,SSR3,SEC11C,SLC3A2,DNAJC3,CTSD,RPL36AL,ARF1,SF3B5,TRAM1,RPN1,DDIT3,SELENOK,XBP1,NUCB2,JUN,ARF4,MTDH,VIMP,HMOX1,DUSP2,MTHFD2,SEC61A1,COPE,FTH1,SSR4,SSR1,ISG20,DERL2,KLF6,CXCL8,LMAN1,HYOU1,EDF1,WARS,TMED10,EVI2B,SARAF,RNF181,DSTN,RPN2,DDOST,CCNI,PTMA,MAP1LC3B,HNRNPC,SARS,UFM1,SURF4,EIF1,DAD1,HMGB2,IGFBP3,S100A11,ANXA5,RSL24D1,NANS,MLEC,UBXN1,SELENOS,HAX1,SQSTM1,ATF4,NUPR1,EIF2S2,ERLEC1,TRMT112,CISD2,CCDC167,MT1X,MORF4L2	Protein processing in endoplasmic reticulum; Protein processing in the endoplasmic reticulum; Metabolism of proteins Homo sapiens R-HSA-392499; Unfolded Protein Response (UPR) Homo sapiens R-HSA-381119; Diabetes pathways	mTORC1 Signaling; Unfolded Protein Response; Apoptosis	response to endoplasmic reticulum stress (GO:0034976); IRE1-mediated unfolded protein response (GO:0036498); protein exit from endoplasmic reticulum (GO:0032527)	Metabolism of proteins Homo sapiens R-HSA-392499; Unfolded Protein Response (UPR) Homo sapiens R-HSA-381119; IRE1alpha activates chaperones Homo sapiens R-HSA-381070	Protein processing in the endoplasmic reticulum; Diabetes pathways; Unfolded protein response	Photodynamic therapy-induced unfolded protein response WP3613; Ferroptosis WP4313; Selenium Metabolism and Selenoproteins WP28	Protein processing in endoplasmic reticulum; Protein export; Vibrio cholerae infection	dolichyl-diphosphooligosaccharide-protein glycotransferase activity (GO:0004579); RNA binding (GO:0003723); oligosaccharyl transferase activity (GO:0004576)	XBP1,MED1,CREB1,TP53,NFYA,HCFC1,KDM1A,DDX21,GMEB2,PAF1,BRD4,PHF8,SP1,BCL3,CREM,CHD1,E2F1,SAP30,SIN3A,AFF4	MDA-MB-231,Epithelium,Breast	DDIT3,EDF1,HMGB2,MORF4L2,CITED2	MED1,CREB1,TP53,NFYA,HCFC1	XBP1,EGR1	XBP1,EGR1,KLF6,JUN,ATF4	pDC,Plasma,TMKI67,Mast,Fibroblasts,NK,Endothelial,Epithelial
32	MeC_32	ZEB2,LITAF,TSC22D3,ZNF683,HMGB2,KLF2,KLF3,KLF6	GZMH,CD3D,CCL5,NKG7,CD52,FGFBP2,GNLY,CD8A,GZMB,IL32,CD8B,CD3G,HLA-DPB1,LGALS1,RAP1B,ITGB1,S100A4,PLEK,S100A6,CD3E	GZMH,CD3D,CCL5,NKG7,CD52,FGFBP2,GNLY,CD8A,GZMB,IL32,CD8B,CD3G,HLA-DPB1,LGALS1,RAP1B,ITGB1,S100A4,PLEK,S100A6,CD3E,TRAC,TRGC2,ZEB2,HLA-DRB1,YWHAQ,SH3BGRL3,C12orf75,CST7,CD99,LITAF,ANXA1,RPS26,TRBC2,HERPUD1,KLRD1,TOB1,DSTN,ARL6IP5,IFITM2,TSC22D3,ERP29,PPP2R5C,CTSW,ZNF683,VAMP2,CD48,KLRG1,HLA-DPA1,PATL2,RHOA,ARPC2,FCRL6,CTSC,HNRNPDL,CX3CR1,CD2,PTP4A2,SLC25A6,YWHAB,SUN2,SRP14,CLEC2D,FTL,HMGB2,LAT,PNRC1,HIGD2A,KLF2,ADGRG1,VIM,PRSS23,SYNE1,TUBA1B,EIF3H,S100A10,AHNAK,MYL12B,FLNA,PPDPF,KLF3,ARRDC3,CALR,PTPRC,TSPO,PSMB8,TPST2,KLF6,EIF3E,MALAT1,RPS3,PPIB,PSMA2,EIF3F,IDH2,TMEM59,ACTR2,ARPC5,BIN2,TMSB10,ITGB7	Interleukin-2 signaling pathway; Adaptive immune system; Phosphorylation of CD3 and TCR zeta chains Homo sapiens R-HSA-202427; PD-1 signaling; Adaptive Immune System Homo sapiens R-HSA-1280218	Allograft Rejection; Interferon Gamma Response; Epithelial Mesenchymal Transition	regulation of immune response (GO:0050776); T cell receptor signaling pathway (GO:0050852); positive regulation of T cell proliferation (GO:0042102)	Phosphorylation of CD3 and TCR zeta chains Homo sapiens R-HSA-202427; Adaptive Immune System Homo sapiens R-HSA-1280218; Generation of second messenger molecules Homo sapiens R-HSA-202433	Interleukin-2 signaling pathway; Adaptive immune system; PD-1 signaling	Allograft Rejection WP2328; Pathogenic Escherichia coli infection WP2272; T-Cell antigen Receptor (TCR)  Signaling Pathway WP69	Hematopoietic cell lineage; Cell adhesion molecules; Salmonella infection		CIITA,T,GATA3,MYB,KMT2A,TAL1,RUNX1T1,KDM2B,TCF4,SPI1,MEIS1,RUNX1,LYL1,LMO2,TCF7L1,TBX21,ZMYM3,STAT5B,KLF10,CDK9	Raji,B Lymphocyte,Blood	ZEB2,LITAF,TSC22D3,ZNF683,YWHAB	CIITA,T,GATA3,MYB,TAL1			CD8Tex,CD8Tcm,CD8Teff,CD4Teff,NK,CD8Tem
33	MeC_33	GTF3A,YBX1	HSP90AB1,NCL,DDX21,C1QBP,HSPE1,NPM1,SERBP1,GTF3A,HSPD1,RAN,RPL22L1,NHP2,ENO1,MIF,APRT,PSME2,RSL1D1,EIF5A,PPA1,NME1	HSP90AB1,NCL,DDX21,C1QBP,HSPE1,NPM1,SERBP1,GTF3A,HSPD1,RAN,RPL22L1,NHP2,ENO1,MIF,APRT,PSME2,RSL1D1,EIF5A,PPA1,NME1,SNRPE,FABP5,YBX1,LDHA,PA2G4,CCT2,PRMT1,SRSF7,CNBP,GADD45GIP1,NME2,PRDX1,POLR2L,CCT3,TIMM13,SNU13,CCT5,APEX1,RPS26,CCT4,TXN,PHB,HNRNPDL,PSMA7,CYCS,NOP58,SLIRP,RBM3,EIF5B,CCT7,CCDC85B,GNL3,HSPA8,SOD1,CCT6A,IMPDH2,EIF4A1,SNRPD1,MIR155HG,TPI1,LSM7,PDCD5,SET,SSBP1,RSL24D1,CCT8,PRELID1,RANBP1,SNHG8,PEBP1,SYNCRIP,FBL,MRPS34,NOP16,DDX18,TOMM22,NOP56,RPS17,PAICS,MRPL4,ATP5G1,SSB,SRSF2,SRM,LDHB,HSPA9,NFKBIA,IMP4,MRTO4,MRPL3,FTL,RBM8A,SNHG15,NIFK,PSMA3,CD44,CHCHD2,WDR43,TOMM40,MRPS12	Myc Targets V1; RNA binding (GO:0003723); Myc Targets V2; T cell receptor regulation of apoptosis; positive regulation of protein localization to chromosome, telomeric region (GO:1904816)	Myc Targets V1; Myc Targets V2; mTORC1 Signaling	positive regulation of protein localization to chromosome, telomeric region (GO:1904816); positive regulation of telomerase RNA localization to Cajal body (GO:1904874); positive regulation of establishment of protein localization to telomere (GO:1904851)	Folding of actin by CCT/TriC Homo sapiens R-HSA-390450; Gene Expression Homo sapiens R-HSA-74160; Association of TriC/CCT with target proteins during biosynthesis Homo sapiens R-HSA-390471	T cell receptor regulation of apoptosis; Folding of actin by CCT/TriC; Protein metabolism	mRNA Processing WP411; Glycolysis and Gluconeogenesis WP534	Ribosome biogenesis in eukaryotes; Spliceosome; Ribosome	RNA binding (GO:0003723); snoRNA binding (GO:0030515); cadherin binding (GO:0045296)	BRD4,MYC,FOXP1,SNAPC1,MAX,KAT5,BMI1,GTF2B,PAF1,BCL3,MAFB,SCML2,TAF1,TP53,TFDP1,E2F4,E2F1,SPI1,ELF1,NRF1	Raji,B Lymphocyte,Blood	NPM1,GTF3A,RAN,ENO1,APEX1	BRD4,MYC,FOXP1,MAX,KAT5		CEBPD,YBX1	cDC1,pDC,TMKI67,Treg,B
34	MeC_34	NR4A2,FOS,EGR1,NR4A1,KLF6,ID2,CREM,ARID5B,EGR2,ELF1	CCL4,CCL4L2,IFNG,CCL3,ZFP36L1,TNF,CD69,NR4A2,CCL3L3,RGCC,CCL4L1,SLA,LTB,TIGIT,TAGAP,TNFSF9,XCL1,SDCBP,XCL2,FOS	CCL4,CCL4L2,IFNG,CCL3,ZFP36L1,TNF,CD69,NR4A2,CCL3L3,RGCC,CCL4L1,SLA,LTB,TIGIT,TAGAP,TNFSF9,XCL1,SDCBP,XCL2,FOS,LGALS1,EGR1,NR4A1,S100A10,KLF6,RHOH,RILPL2,EVI2A,PRNP,ID2,CREM,PHLDA1,HNRNPA2B1,RNF19A,MIR155HG,CCNI,STK4,ICOS,ARID5B,ALDOA,BIRC3,IFITM2,EGR2,PTGER4,ELF1,GBP2,NEU1,SARAF,PDCD1,CD7,MT-CO2,REL,PGAM1,PTPN7,EEF1B2,PKM,NFKBID,COX6C,S100A11,CCL2,NAP1L1,DEK,EIF3E,HMGN2,EVI2B,FXYD5,KMT2E,EEF2,FASLG,LAG3,RPS27L,LYST,NDFIP1,HSPB1,TRAC,SLC1A5,IFI16,RAB27A,CD2,RPS8,PPP1R2,PTPN22,IER2,COMMD6,IFITM3,PLP2,LDHA,GPX1,POLR2K,FOSB,PNRC1,TCEB1,NDUFA1,ZFAS1,CD52,GSTK1,NDUFV2,JUN,PPIG,RP3-323A16.1	T cell receptor regulation of apoptosis; TNF-alpha Signaling via NF-kB; Interleukin-2 signaling pathway; BDNF signaling pathway; Interleukin-5 regulation of apoptosis	TNF-alpha Signaling via NF-kB; Apoptosis; Allograft Rejection	cytokine-mediated signaling pathway (GO:0019221); cellular response to cytokine stimulus (GO:0071345); cellular response to tumor necrosis factor (GO:0071356)	Chemokine receptors bind chemokines Homo sapiens R-HSA-380108	T cell receptor regulation of apoptosis; Interleukin-2 signaling pathway; BDNF signaling pathway	T-Cell antigen Receptor (TCR) pathway during Staphylococcus aureus infection WP3863; Spinal Cord Injury WP2431; Photodynamic therapy-induced AP-1 survival signaling. WP3611	Viral protein interaction with cytokine and cytokine receptor; Cytokine-cytokine receptor interaction; Rheumatoid arthritis	CCR chemokine receptor binding (GO:0048020); chemokine activity (GO:0008009); chemokine receptor binding (GO:0042379)	CDK9,T,MEF2B,STAT5B,GATA3,NCOR1,RUNX1,KMT2A,SMAD1,NCOR2,CEBPA,EBNA3C,RELA,MYB,IRF1,JMJD1C,SPI1,FOXO1,TBX21,BCL6	Th2	NR4A2,KLF6,ID2,CREM,ARID5B	T,MEF2B,STAT5B,GATA3,NCOR1	ELF1,NR4A1	ELF1,NR4A1,FOS,EGR1,REL,EGR2	CD8Tex,NK
35	MeC_35	TSC22D3,KLF6,FOS,ETS1,JUND,FOSB,ARID4B,RARA	TAGLN2,ANXA1,CRIP1,TSC22D3,MYADM,UCP2,LMNA,RGCC,VIM,CD44,AHNAK,PBXIP1,LRRFIP1,S100A10,IDS,KLF6,EZR,ATP2B1,TUBA1A,ADGRE5	TAGLN2,ANXA1,CRIP1,TSC22D3,MYADM,UCP2,LMNA,RGCC,VIM,CD44,AHNAK,PBXIP1,LRRFIP1,S100A10,IDS,KLF6,EZR,ATP2B1,TUBA1A,ADGRE5,MCL1,GPR183,CD27,IVNS1ABP,FOS,PPP1R15A,CCR7,YPEL5,AKAP13,MBNL1,S100A11,GLUD1,TAGAP,GNG2,SAMHD1,IQGAP1,YWHAQ,RALGDS,ETS1,JUND,PRMT2,CRIP2,CD27-AS1,TMEM43,ARHGAP9,ANXA2,UBB,CD7,CDC42,YWHAZ,C16orf54,ARL4C,ZFP36,SRGN,CA5B,FOSB,SLC25A3,TUBA1B,MAPRE2,ATP2B4,UFC1,CCDC167,TRIM22,ANKRD28,FAM107B,HNRNPDL,DYNLL1,CYTH1,DUSP1,DDX3X,RBM3,PTGES3,CCL5,EMP3,TMED10,DENND4A,ARHGDIB,PRKAR1A,FAM129A,ARID4B,RAB11A,RTN4,VCP,TMBIM6,CMTM7,NEU1,APOBEC3G,TRAM1,UBC,FAS,ITK,RARA,SF3B1,IK,JMJD1C,ITGA4,CASP8,HIPK1,ENSA,GOLGB1	Interleukin-2 signaling pathway; TNF-alpha Signaling via NF-kB; T cell receptor regulation of apoptosis; Pathogenic Escherichia coli infection; ERBB1 downstream pathway	TNF-alpha Signaling via NF-kB; Hypoxia; Apoptosis	cytokine-mediated signaling pathway (GO:0019221); extrinsic apoptotic signaling pathway (GO:0097191); negative regulation of cytokine production (GO:0001818)	Apoptosis Homo sapiens R-HSA-109581; Programmed Cell Death Homo sapiens R-HSA-5357801; Hemostasis Homo sapiens R-HSA-109582	Interleukin-2 signaling pathway; T cell receptor regulation of apoptosis; ERBB1 downstream pathway	Pathogenic Escherichia coli infection WP2272; Spinal Cord Injury WP2431; Fas Ligand (FasL) pathway and Stress induction of Heat Shock Proteins (HSP) regulation WP314	Pathogenic Escherichia coli infection; Salmonella infection; Apoptosis	cadherin binding (GO:0045296); ubiquitin protein ligase binding (GO:0031625); ubiquitin-like protein ligase binding (GO:0044389)	BRD4,STAT6,T,TAL1,RUNX1,TCF21,MYB,GATA3,NFE2,FOSL2,TBX21,CREBBP,KMT2A,BATF,CEBPA,SPI1,MAFB,SMAD1,NR3C1,TCF4	TC-797	TSC22D3,PBXIP1,CRIP2,FOSB,ARID4B	BRD4,STAT6,T,TAL1,RUNX1	GATA3,JUND,RARA,FOS	GATA3,JUND,RARA,FOS,JMJD1C,ETS1,TRIM22,FOXP1,KLF6	Mast,Th17
36	MeC_36	JUNB,EGR1,JUND,FOS,ZNF331,CEBPB,MAF	SPP1,RNASE1,CTSB,PLIN2,GPNMB,FCER1G,JUNB,C1QA,RGS1,HSPA1B,CD163,ITGB2,CCL2,LAPTM5,HLA-DRB5,S100A4,TGFBI,EGR1,APOE,JUND	SPP1,RNASE1,CTSB,PLIN2,GPNMB,FCER1G,JUNB,C1QA,RGS1,HSPA1B,CD163,ITGB2,CCL2,LAPTM5,HLA-DRB5,S100A4,TGFBI,EGR1,APOE,JUND,RPL4,CD14,ZFP36L1,TYROBP,HERPUD1,PLAUR,FOLR2,TUBA1A,FOS,NUPR1,TXNIP,TREM2,RPL13AP5,HSP90AA1,HSPA5,SELENOP,LSP1,CLEC5A,EEF2,FCGR2A,PGK1,LDHA,CD81,PABPC1,APLP2,ZNF331,GSN,A2M,ATP1B3,MYL6,TUBA1B,VIM,CD74,FCGR2B,C6orf62,PSAP,CTSD,TUBA1C,RPL19,SLC2A3,MSR1,H3F3B,RPLP1,LGALS1,C1QC,PPT1,HSP90B1,CXCL3,ALOX5AP,HK2,RPS14,MEF2C,FABP5,FN1,NPC2,RPL7A,CEBPB,TAGLN2,ATP6V1B2,RPS25,VCAN,C5AR1,NAMPT,EIF4A1,RPS26,UBB,DAB2,VSIG4,FBP1,NKG7,RPS16,CSTB,MAF,CHMP1B,SLC11A1,HLA-DPA1,ANXA5,METRNL,RPLP2,PLEK	Coronavirus disease; neutrophil mediated immunity (GO:0002446); neutrophil degranulation (GO:0043312); neutrophil activation involved in immune response (GO:0002283); Cap-dependent Translation Initiation Homo sapiens R-HSA-72737	Complement; Hypoxia; TNF-alpha Signaling via NF-kB	neutrophil mediated immunity (GO:0002446); neutrophil degranulation (GO:0043312); neutrophil activation involved in immune response (GO:0002283)	Eukaryotic Translation Initiation Homo sapiens R-HSA-72613; Peptide chain elongation Homo sapiens R-HSA-156902; Translation Homo sapiens R-HSA-72766	Translation; T cell receptor regulation of apoptosis; Influenza viral RNA transcription and replication	Cytoplasmic Ribosomal Proteins WP477; TYROBP Causal Network WP3945; Microglia Pathogen Phagocytosis Pathway WP3937	Coronavirus disease; Phagosome; Tuberculosis	amyloid-beta binding (GO:0001540); RNA binding (GO:0003723); MHC class II protein complex binding (GO:0023026)	SMAD1,SPI1,BRD4,IRF1,STAT1,CEBPA,FAIRE,CEBPB,TCF4,MED12,CREBBP,RUNX1,JMJD1C,RXRG,TCF7L2,KMT2A,MAX,DRAP1,HDAC2,RUNX1T1	U937,Pleura		SMAD1,SPI1,BRD4,IRF1,STAT1	CEBPB,FOS,JUND	CEBPB,FOS,JUND,JUNB,EGR1,ZNF331	M2,Monocyte,M1
37	MeC_37	LITAF,YBX1	APOC1,APOE,LGALS3,GPNMB,CTSD,CSTB,FABP5,CD9,LIPA,FTL,ACP5,ASAH1,CAPG,LGALS1,DBI,ATP6V1F,CD68,LGMN,CD52,NUPR1	APOC1,APOE,LGALS3,GPNMB,CTSD,CSTB,FABP5,CD9,LIPA,FTL,ACP5,ASAH1,CAPG,LGALS1,DBI,ATP6V1F,CD68,LGMN,CD52,NUPR1,PSAP,CTSB,CTSL,PLA2G7,GM2A,BRI3,TREM2,CD63,FTH1,CPM,PLD3,GRN,CYP27A1,GCHFR,VIM,IFI30,PRDX1,TXN,BCAP31,ANXA2,FBP1,DNASE2,LITAF,LYZ,CTSS,MGST3,LSP1,NOP10,RGCC,OTOA,S100A6,IGSF6,HEXB,FXYD5,TALDO1,NPL,CTSA,VAT1,LAMP1,TSPO,CTSH,CD48,ITGAX,SH3BGRL3,LGALS9,SDCBP,A2M,CXCL16,H2AFY,CHIT1,MYDGF,ATP6V0B,ATOX1,NAP1L1,GSTO1,ATP6V0D1,CD59,AREG,RNF130,FABP3,LRPAP1,SDS,SMS,UCP2,RNH1,HSPE1,PSMA7,LPL,HM13,YBX1,CHCHD6,MALAT1,CTSZ,CALM3,S100A11,CHCHD10,RAN,AKR1B1,PEBP1,GLUL	Lysosome; Lysosome; neutrophil mediated immunity (GO:0002446); neutrophil degranulation (GO:0043312); neutrophil activation involved in immune response (GO:0002283)	Complement; Cholesterol Homeostasis; Reactive Oxygen Species Pathway	neutrophil mediated immunity (GO:0002446); neutrophil degranulation (GO:0043312); neutrophil activation involved in immune response (GO:0002283)	MHC class II antigen presentation Homo sapiens R-HSA-2132295; Trafficking and processing of endosomal TLR Homo sapiens R-HSA-1679131; Metabolism Homo sapiens R-HSA-1430728	Lysosome; MHC class II antigen presentation; Toll-like receptor endosomal trafficking and processing	PPAR signaling pathway WP3942; Metabolic pathway of LDL, HDL and TG, including diseases WP4522; TYROBP Causal Network WP3945	Lysosome; Cholesterol metabolism; Tuberculosis	ferric iron binding (GO:0008199); cysteine-type endopeptidase activity (GO:0004197); cysteine-type peptidase activity (GO:0008234)	CEBPB,SPI1,PPARG,STAT1,SMAD1,CEBPA,HIF1A,EPAS1,IRF1,TP53,RELA,MITF,CD74,FAIRE,TFAP2C,NFE2,BRD4,AR,TCF4,USF1	Macrophage	LITAF,RAN,CREG1,ARID5B,BASP1	CEBPB,SPI1,PPARG,STAT1,SMAD1		JUNB,YBX1	M2,Monocyte,M1
38	MeC_38	PROX1,SOX4,KLF6,MAF,SMAD1	CCL21,TFPI,FABP5,TFF3,MMRN1,FABP4,EFEMP1,NTS,LAPTM5,GYPC,S100A10,CD9,PROX1,IGFBP7,PDPN,ANXA2,GNG11,PPP1R2,CLU,ANGPT2	CCL21,TFPI,FABP5,TFF3,MMRN1,FABP4,EFEMP1,NTS,LAPTM5,GYPC,S100A10,CD9,PROX1,IGFBP7,PDPN,ANXA2,GNG11,PPP1R2,CLU,ANGPT2,PTPRE,TIMP3,HSPB1,AKAP12,CLDN5,ARL4A,PPFIBP1,VIM,HYAL2,APP,LYVE1,LIMS1,STMN1,NNMT,SNCG,CAV1,NUDT4,ADD3,TM4SF1,NRP2,ARL6IP1,TUBA1A,GMFG,RAB11A,CAVIN2,LAMA4,SLC38A1,TIMP1,CD59,MARCKSL1,SDCBP,HLA-E,ADIRF,GADD45B,SOX4,RGS16,KLF6,RBP1,RAB11FIP1,RAMP2,FCGRT,WARS,GRN,POLR2L,S100A16,HLA-A,IL32,MRC1,SEMA3A,PROCR,SPTBN1,UNC5B,ATP5E,TMEM123,MAF,EGFL7,ISG20,ADM,EDNRB,TSPAN5,NEAT1,CCND1,MARCKS,THBD,SMAD1,SERPINB9,SDPR,TUBB,ECSCR,IGFBP5,MDK,CD99,CTSD,TIE1,LAYN,MGST2,RELN,DKK3,RARRES3,TGFBR2	BDNF signaling pathway; TGF-beta regulation of extracellular matrix; Apoptosis; Hemostasis Homo sapiens R-HSA-109582; UV Response Dn	Apoptosis; UV Response Dn; Estrogen Response Late	vasculogenesis (GO:0001570); blood vessel morphogenesis (GO:0048514); protection from natural killer cell mediated cytotoxicity (GO:0042270)	Hemostasis Homo sapiens R-HSA-109582; Response to elevated platelet cytosolic Ca2+ Homo sapiens R-HSA-76005; Platelet degranulation Homo sapiens R-HSA-114608	BDNF signaling pathway; TGF-beta regulation of extracellular matrix; FSH regulation of apoptosis	Mammary gland development pathway - Puberty (Stage 2 of 4) WP2814; TGF-beta Signaling Pathway WP366	Complement and coagulation cascades	hyaluronic acid binding (GO:0005540); endopeptidase inhibitor activity (GO:0004866)	TAL1,NR3C1,GATA2,JUN,AR,GATA3,FLI1,ATF3,RELA,FOS,DNMT3A,HOXB13,PGR,ZNF254,FOXA1,FOXO1,TP63,PR,TCF12,MAML3	Cord blood	SOX4,KLF6,MAF,ELK3,NFIB	TAL1,NR3C1,GATA2,JUN,AR	PROX1,NR2F2,SMAD1	PROX1,NR2F2,SMAD1,NR2F1,TCF4	Endothelial,Epithelial,Th1
39	MeC_39	TSC22D1,MAX,HMGB1	PPBP,PF4,TAGLN2,NAP1L1,OST4,GPX1,GNG11,NRGN,TUBA4A,RGS10,TUBB1,CCL5,CLU,SDPR,RGS18,HIST1H2AC,GPX4,NCOA4,MYL12A,ACRBP	PPBP,PF4,TAGLN2,NAP1L1,OST4,GPX1,GNG11,NRGN,TUBA4A,RGS10,TUBB1,CCL5,CLU,SDPR,RGS18,HIST1H2AC,GPX4,NCOA4,MYL12A,ACRBP,CALM3,ITM2B,GP9,GSTO1,LIMS1,FERMT3,TPM4,RAP1B,SPARC,ARPC1B,TSC22D1,YWHAH,TIMP1,RUFY1,PRDX6,TLN1,CTSA,TREML1,MAX,PTCRA,SAT1,ODC1,ARF1,UQCRH,PKM,GRAP2,CMTM5,SH3BGRL3,CD9,SNX3,MYL9,LAMTOR1,PDLIM1,MAP3K7CL,DYNLL1,MMD,TMEM40,ITGA2B,MPP1,PGRMC1,NT5C3A,ILK,F13A1,SNAP23,RAB11A,HLA-E,OAZ1,CLEC1B,TALDO1,MARCH2,TPM1,HMGB1,ACTG1,NGFRAP1,ARHGDIB,PTPN18,CCND3,CD99,PPDPF,RSU1,FLNA,RNF11,C9orf16,KIF2A,DNAJB6,ETFA,CALM1,NDUFS5,PARVB,EMC3,TPM3,VCL,C2orf88,ARPC5,CLDN5,ACTN1,TGFB1,SNCA,GMPR,LMNA	Response to elevated platelet cytosolic calcium; platelet degranulation (GO:0002576); regulated exocytosis (GO:0045055); Platelet degranulation Homo sapiens R-HSA-114608; Response to elevated platelet cytosolic Ca2+ Homo sapiens R-HSA-76005	Androgen Response; Epithelial Mesenchymal Transition; Apical Junction	platelet degranulation (GO:0002576); regulated exocytosis (GO:0045055); homotypic cell-cell adhesion (GO:0034109)	Platelet degranulation Homo sapiens R-HSA-114608; Response to elevated platelet cytosolic Ca2+ Homo sapiens R-HSA-76005; Platelet activation, signaling and aggregation Homo sapiens R-HSA-76002	Response to elevated platelet cytosolic calcium; Platelet activation, signaling and aggregation; Hemostasis pathway	Focal Adhesion WP306; Striated Muscle Contraction Pathway WP383; Myometrial Relaxation and Contraction Pathways WP289	Focal adhesion; Shigellosis; Leukocyte transendothelial migration		TAL1,LMO2,RUNX1,TP53,LYL1,RELA,SMAD1,FLI1,SPI1,FOS,GATA2,GATA1,ERG,JUN,RAD21,BMI1,SOX9,NIPBL,MED1,MAFF	Megakaryocyte,Cord blood	NCOA4,TSC22D1,PDLIM1,HMGB1,TSC22D3	TAL1,RUNX1,TP53,RELA,SMAD1	LYL1,NFE2	LYL1,NFE2,MAX	cDC1,pDC,Monocyte,M1,cDC2,Th17,Mast,Endothelial
